Nested Sampling Global Log-Evidence           :   -0.159706330888335098E+06  +/-    0.820943462619168951E+00

Dim No.       Mean        Sigma
   1    0.572187348272419127E+00    0.206659373789035122E+00
   2    0.776781401546292756E+02    0.477166095058871562E+02
   3    0.585522751938114349E-05    0.884110778102897541E-05
   4    0.179169659382330515E+01    0.102208621845102798E+01
   5    0.384882564575968589E+01    0.213243533460871637E+01
   6    0.154328494602262584E+00    0.284607124800904466E-02
   7    0.141192015682684385E+00    0.231504230979645695E-02
   8    0.809492746958330844E+00    0.186138351819291619E-02
   9    0.724374110254792072E+02    0.319491831881260457E+00
  10    0.543300541911341250E+00    0.113550860439663574E-02
  11    0.256611106810074485E+01    0.436665916805840156E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.779855398387345522E+00
   2    0.992587145131268898E+02
   3    0.809535003447529975E-04
   4    0.213344923199834646E+01
   5    0.603057142228974663E+00
   6    0.151811269486664180E+00
   7    0.141711543692200737E+00
   8    0.810596064043116682E+00
   9    0.723937014653835575E+02
  10    0.543463058294966883E+00
  11    0.256366926259752503E+01

MAP Parameters
Dim No.        Parameter
   1    0.873351190403429456E+00
   2    0.178270348842013163E+03
   3    0.366107852218277806E-05
   4    0.170278390569643023E+01
   5    0.757620373866019126E+01
   6    0.155824351207459133E+00
   7    0.138802403338858155E+00
   8    0.811743768692094081E+00
   9    0.723299782965195277E+02
  10    0.542726043405587277E+00
  11    0.257019436901440201E+01
