Nested Sampling Global Log-Evidence           :   -0.185500098158658424E+06  +/-    0.113462061954802840E+01

Dim No.       Mean        Sigma
   1    0.286547406671435736E-03    0.151259799335705614E-03
   2    0.711735132579685459E+00    0.129606128639766930E-02
   3    0.989422294597563035E+00    0.166118167177680635E-02
   4    0.426846601147555071E+00    0.944564317167438244E-01
   5    0.999949217897934228E+00    0.207847884239696855E-04
   6    0.109252549569386162E-02    0.378779121522523422E-03
   7    0.192978244964772561E+00    0.655409486751794140E-01
   8    0.575935229051617870E+00    0.134606749007291156E-02
   9    0.622148607256218112E-02    0.543172261647864585E-03
  10    0.999358795234373876E+00    0.212077933987313185E-03
  11    0.871356280616611523E+00    0.422697867140579137E-01
  12    0.650158396852775433E+00    0.900315285193100095E-03
  13    0.999379580600789463E+00    0.173392060499458033E-03
  14    0.800377804447492958E+00    0.196628181769057124E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.130932336992607430E-03
   2    0.716052156852958199E+00
   3    0.990013720166533773E+00
   4    0.340159779399150097E+00
   5    0.999962304996826812E+00
   6    0.522655537784510408E-03
   7    0.108195977213257855E+00
   8    0.576984058390915044E+00
   9    0.714008058242895493E-02
  10    0.998911103445506932E+00
  11    0.878848298289056640E+00
  12    0.651214549118390496E+00
  13    0.999466297629544975E+00
  14    0.800329115241819378E+00

MAP Parameters
Dim No.        Parameter
   1    0.285074462590527111E-04
   2    0.711515781332594188E+00
   3    0.988091806840931564E+00
   4    0.451121137254565985E+00
   5    0.999938276612021837E+00
   6    0.165391877632797011E-02
   7    0.224801670685018828E+00
   8    0.577348454790993504E+00
   9    0.636367239772819317E-02
  10    0.999232088530925711E+00
  11    0.837210291870183920E+00
  12    0.649115428893089597E+00
  13    0.999630282111024449E+00
  14    0.800289082310424615E+00
